vm,script,mean_ns,median_ns,min_ns,max_ns,stddev_ns,iterations
blaze-jsc,auction_1-1,537400,537400,437500,1437100,8383,931
blaze-v8,auction_1-1,541000,541000,438600,1244300,8169,925
chrysalis,auction_1-1,182940,182969,182718,183133,208,3
chrysalis-aot,auction_1-1,185011,185342,184021,185670,872,3
haskell,auction_1-1,78934,78934,78729,79225,1092,0
opshin,auction_1-1,83670000,83670000,80390000,100200000,6050000,24
plutigo,auction_1-1,111386,111386,0,0,0,53452
plutuz,auction_1-1,188084,181644,175904,561626,17803,10000
scalus-cek,auction_1-1,123904,123904,123904,123904,0,1
scalus-jit,auction_1-1,27503,27503,27503,27503,0,1
uplc-turbo,auction_1-1,142646,141930,141073,146582,1496,100
uplc-turbo-bc,auction_1-1,100031,99701,98893,103690,1072,100
blaze-jsc,auction_1-2,1719800,1719800,1355000,3036700,39211,291
blaze-v8,auction_1-2,1834600,1834600,1372300,4008000,51735,273
chrysalis,auction_1-2,655195,654350,653655,657580,2094,3
chrysalis-aot,auction_1-2,655189,655408,654568,655590,545,3
haskell,auction_1-2,299548,299548,298063,301113,6477,0
opshin,auction_1-2,307290000,307290000,298280000,329780000,10150000,20
plutigo,auction_1-2,412930,412930,0,0,0,14522
plutuz,auction_1-2,578222,572407,547332,998711,23037,8648
scalus-cek,auction_1-2,484891,484891,484891,484891,0,1
scalus-jit,auction_1-2,794589,794589,794589,794589,0,1
uplc-turbo,auction_1-2,395885,395412,392924,410113,2437,100
uplc-turbo-bc,auction_1-2,323214,321097,316619,352309,5453,100
blaze-jsc,auction_1-3,1752300,1752300,1357800,2779600,42055,286
blaze-v8,auction_1-3,1805100,1805100,1378000,3291600,47654,278
chrysalis,auction_1-3,683897,683726,678781,689183,5203,3
chrysalis-aot,auction_1-3,658675,658132,654335,663557,4634,3
haskell,auction_1-3,286815,286815,285801,288149,4774,0
opshin,auction_1-3,309090000,309090000,298260000,330570000,9920000,20
plutigo,auction_1-3,411337,411337,0,0,0,14625
plutuz,auction_1-3,577531,572807,542372,1047603,29661,8658
scalus-cek,auction_1-3,488437,488437,488437,488437,0,1
scalus-jit,auction_1-3,579009,579009,579009,579009,0,1
uplc-turbo,auction_1-3,397629,395759,393377,427815,5005,100
uplc-turbo-bc,auction_1-3,324420,321935,317811,338771,5384,100
blaze-jsc,auction_1-4,676200,676200,554100,1254300,9804,740
blaze-v8,auction_1-4,676600,676600,554000,1357200,10419,739
chrysalis,auction_1-4,217415,216136,214959,221150,3287,3
chrysalis-aot,auction_1-4,217819,216401,215922,221133,2880,3
haskell,auction_1-4,102036,102036,101676,102510,1662,0
opshin,auction_1-4,101840000,101840000,96950000,118440000,5700000,20
plutigo,auction_1-4,130219,130219,0,0,0,45907
plutuz,auction_1-4,218220,212555,206655,705466,15312,10000
scalus-cek,auction_1-4,155305,155305,155305,155305,0,1
scalus-jit,auction_1-4,39961,39961,39961,39961,0,1
uplc-turbo,auction_1-4,172788,171941,170779,178065,1903,100
uplc-turbo-bc,auction_1-4,130397,129120,128099,140520,2355,100
blaze-jsc,auction_2-1,533500,533500,440200,1275200,7575,938
blaze-v8,auction_2-1,527400,527400,437900,1169400,7700,949
chrysalis,auction_2-1,187194,186629,185496,189458,2040,3
chrysalis-aot,auction_2-1,183988,183883,182668,185414,1375,3
haskell,auction_2-1,80104,80104,79770,80478,1475,0
opshin,auction_2-1,82710000,82710000,80440000,100030000,5110000,25
plutigo,auction_2-1,110713,110713,0,0,0,54166
plutuz,auction_2-1,188364,182044,176264,357103,14652,10000
scalus-cek,auction_2-1,125902,125902,125902,125902,0,1
scalus-jit,auction_2-1,27299,27299,27299,27299,0,1
uplc-turbo,auction_2-1,141530,141449,140342,143864,547,100
uplc-turbo-bc,auction_2-1,101470,101521,99091,105493,1787,100
blaze-jsc,auction_2-2,1739700,1739700,1384100,3032700,40187,288
blaze-v8,auction_2-2,1757100,1757100,1383000,2633900,39710,285
chrysalis,auction_2-2,649802,650467,648354,650586,1255,3
chrysalis-aot,auction_2-2,670198,661759,654455,694380,21258,3
haskell,auction_2-2,298724,298724,297838,299819,4548,0
opshin,auction_2-2,304750000,304750000,296730000,321340000,8440000,20
plutigo,auction_2-2,413096,413096,0,0,0,14526
plutuz,auction_2-2,600146,595588,556582,1848390,32557,8332
scalus-cek,auction_2-2,485450,485450,485450,485450,0,1
scalus-jit,auction_2-2,753078,753078,753078,753078,0,1
uplc-turbo,auction_2-2,398106,395905,393100,408390,4262,100
uplc-turbo-bc,auction_2-2,321847,320604,317362,346136,4292,100
blaze-jsc,auction_2-3,2225600,2225600,1740000,3172900,48963,225
blaze-v8,auction_2-3,2243800,2243800,1754700,3487100,52280,223
chrysalis,auction_2-3,801066,803678,795300,804220,5000,3
chrysalis-aot,auction_2-3,826364,830126,817655,831311,7565,3
haskell,auction_2-3,387342,387342,386178,388868,5850,0
opshin,auction_2-3,388160000,388160000,377440000,405710000,9460000,20
plutigo,auction_2-3,489650,489650,0,0,0,12244
plutuz,auction_2-3,707000,702885,665044,1365945,33555,7073
scalus-cek,auction_2-3,652204,652204,652204,652204,0,1
scalus-jit,auction_2-3,795324,795324,795324,795324,0,1
uplc-turbo,auction_2-3,473928,471627,468755,526668,7326,100
uplc-turbo-bc,auction_2-3,409170,408284,399017,423550,4386,100
blaze-jsc,auction_2-4,1751300,1751300,1374100,2932500,40455,286
blaze-v8,auction_2-4,1737200,1737200,1384300,2737300,38565,288
chrysalis,auction_2-4,655053,652929,651548,660682,4923,3
chrysalis-aot,auction_2-4,656457,657636,652096,659639,3907,3
haskell,auction_2-4,295006,295006,293406,296398,6578,0
opshin,auction_2-4,307950000,307950000,298820000,328360000,10880000,20
plutigo,auction_2-4,407574,407574,0,0,0,14708
plutuz,auction_2-4,577715,574437,543292,2652117,34881,8656
scalus-cek,auction_2-4,488681,488681,488681,488681,0,1
scalus-jit,auction_2-4,671887,671887,671887,671887,0,1
uplc-turbo,auction_2-4,397819,395572,393921,433104,5407,100
uplc-turbo-bc,auction_2-4,323008,320337,317482,360503,6150,100
blaze-jsc,auction_2-5,668800,668800,552800,1256600,9831,748
blaze-v8,auction_2-5,672300,672300,551300,1410300,10218,744
chrysalis,auction_2-5,216300,216089,214891,217919,1524,3
chrysalis-aot,auction_2-5,213593,213474,213472,213833,208,3
haskell,auction_2-5,102700,102700,102402,103139,1686,0
opshin,auction_2-5,100760000,100760000,97130000,118650000,5690000,20
plutigo,auction_2-5,130201,130201,0,0,0,46140
plutuz,auction_2-5,216224,211425,206634,1520143,18311,10000
scalus-cek,auction_2-5,156318,156318,156318,156318,0,1
scalus-jit,auction_2-5,46724,46724,46724,46724,0,1
uplc-turbo,auction_2-5,170823,170199,169361,175348,1512,100
uplc-turbo-bc,auction_2-5,131079,129581,128536,137049,2388,100
blaze-jsc,coop-1,793700,793700,613600,2411300,21588,630
blaze-v8,coop-1,735500,735500,626100,1656400,9929,680
chrysalis,coop-1,186583,185960,185665,188123,1341,3
chrysalis-aot,coop-1,187495,187062,187006,188416,798,3
haskell,coop-1,104000,104000,103761,104310,1178,0
opshin,coop-1,13650000,13650000,11400000,30240000,4490000,147
plutigo,coop-1,112912,112912,0,0,0,53064
plutuz,coop-1,183501,178264,173393,669254,13286,10000
scalus-cek,coop-1,154853,154853,154853,154853,0,1
scalus-jit,coop-1,63048,63048,63048,63048,0,1
uplc-turbo,coop-1,151556,151274,150556,155414,958,100
uplc-turbo-bc,coop-1,128273,127559,126431,141762,2068,100
blaze-jsc,coop-2,2432500,2432500,1993200,3417900,46460,206
blaze-v8,coop-2,2428400,2428400,2027400,3444400,41039,206
chrysalis,coop-2,550197,551305,546150,553138,3623,3
chrysalis-aot,coop-2,565052,564850,564086,566219,1080,3
haskell,coop-2,340440,340440,339097,342046,6138,0
opshin,coop-2,31040000,31040000,26070000,47170000,7130000,65
plutigo,coop-2,363360,363360,0,0,0,16508
plutuz,coop-2,540270,537062,508851,1376314,28837,9255
scalus-cek,coop-2,503501,503501,503501,503501,0,1
scalus-jit,coop-2,217627,217627,217627,217627,0,1
uplc-turbo,coop-2,476479,474342,470494,493028,5170,100
uplc-turbo-bc,coop-2,437414,435709,433271,449482,4505,100
blaze-jsc,coop-3,5592900,5592900,5118100,6233800,58725,90
blaze-v8,coop-3,5883900,5883900,5327600,6876400,65311,85
chrysalis,coop-3,1808843,1816382,1793658,1816488,13150,3
chrysalis-aot,coop-3,1844308,1843085,1842958,1846882,2229,3
haskell,coop-3,1032185,1032185,1028207,1038282,22186,0
opshin,coop-3,30470000,30470000,25720000,46520000,6890000,66
plutigo,coop-3,1003282,1003282,0,0,0,5672
plutuz,coop-3,1412023,1392290,1334799,2453483,73931,3542
scalus-cek,coop-3,1755494,1755494,1755494,1755494,0,1
scalus-jit,coop-3,726525,726525,726525,726525,0,1
uplc-turbo,coop-3,1009595,1008383,998699,1033275,5630,100
uplc-turbo-bc,coop-3,1209938,1199570,1182383,1368487,23223,100
blaze-jsc,coop-4,2851900,2851900,2307200,3858400,48482,176
blaze-v8,coop-4,2879300,2879300,2388600,3898200,48660,174
chrysalis,coop-4,717096,715016,711666,724607,6716,3
chrysalis-aot,coop-4,733900,737127,723910,740662,8829,3
haskell,coop-4,455245,455245,453326,457567,8828,0
opshin,coop-4,35780000,35780000,29720000,53840000,7660000,56
plutigo,coop-4,435956,435956,0,0,0,13791
plutuz,coop-4,717592,705865,663144,1797313,55120,6968
scalus-cek,coop-4,664150,664150,664150,664150,0,1
scalus-jit,coop-4,282220,282220,282220,282220,0,1
uplc-turbo,coop-4,501943,501529,498797,510815,1862,100
uplc-turbo-bc,coop-4,499191,494046,491163,529101,8550,100
blaze-jsc,coop-5,1404000,1404000,1078700,3827900,37627,357
blaze-v8,coop-5,1309400,1309400,1092100,2311600,22652,382
chrysalis,coop-5,353507,353130,352595,354796,1147,3
chrysalis-aot,coop-5,355827,355861,355344,356277,467,3
haskell,coop-5,186848,186848,186287,187642,2849,0
opshin,coop-5,34200000,34200000,28900000,50370000,7380000,59
plutigo,coop-5,235223,235223,0,0,0,25480
plutuz,coop-5,345479,340642,324417,2845601,32091,10000
scalus-cek,coop-5,269816,269816,269816,269816,0,1
scalus-jit,coop-5,121958,121958,121958,121958,0,1
uplc-turbo,coop-5,278628,278436,276519,284566,1066,100
uplc-turbo-bc,coop-5,225510,225171,222660,259724,3672,100
blaze-jsc,coop-6,2158400,2158400,1771400,3050800,39282,232
blaze-v8,coop-6,2100200,2100200,1824400,2725900,25202,239
chrysalis,coop-6,475673,474750,474670,477601,1669,3
chrysalis-aot,coop-6,487104,487036,485849,488426,1289,3
haskell,coop-6,309494,309494,308877,310476,3291,0
opshin,coop-6,16440000,16440000,13770000,36170000,5180000,122
plutigo,coop-6,303990,303990,0,0,0,19725
plutuz,coop-6,459471,455240,440509,1039653,18669,10000
scalus-cek,coop-6,467338,467338,467338,467338,0,1
scalus-jit,coop-6,185238,185238,185238,185238,0,1
uplc-turbo,coop-6,417110,416872,413629,429250,2145,100
uplc-turbo-bc,coop-6,403263,403023,396599,411815,1870,100
blaze-jsc,coop-7,1091600,1091600,877900,3307900,26307,459
blaze-v8,coop-7,1024600,1024600,892400,1707800,12397,488
chrysalis,coop-7,255006,254756,254344,255918,816,3
chrysalis-aot,coop-7,252896,253027,252604,253057,253,3
haskell,coop-7,145645,145645,145228,146221,2069,0
opshin,coop-7,15570000,15570000,12950000,34090000,5100000,129
plutigo,coop-7,153668,153668,0,0,0,38964
plutuz,coop-7,247021,242126,235865,695385,12495,10000
scalus-cek,coop-7,216988,216988,216988,216988,0,1
scalus-jit,coop-7,87645,87645,87645,87645,0,1
uplc-turbo,coop-7,212302,212093,210775,217416,980,100
uplc-turbo-bc,coop-7,184531,184313,183326,190387,963,100
blaze-jsc,crowdfunding-success-1,633000,633000,522000,1461600,10634,791
blaze-v8,crowdfunding-success-1,634100,634100,529700,1293600,9511,789
chrysalis,crowdfunding-success-1,212585,212855,211836,213063,656,3
chrysalis-aot,crowdfunding-success-1,208365,208291,208056,208749,352,3
haskell,crowdfunding-success-1,96983,96983,96565,97411,1832,0
opshin,crowdfunding-success-1,101040000,101040000,95940000,120440000,7500000,20
plutigo,crowdfunding-success-1,138956,138956,0,0,0,43136
plutuz,crowdfunding-success-1,216873,210674,204055,636324,18520,10000
scalus-cek,crowdfunding-success-1,144665,144665,144665,144665,0,1
scalus-jit,crowdfunding-success-1,32813,32813,32813,32813,0,1
uplc-turbo,crowdfunding-success-1,165972,165632,164792,183768,1970,100
uplc-turbo-bc,crowdfunding-success-1,115455,115301,114285,118576,733,100
blaze-jsc,crowdfunding-success-2,619700,619700,518200,1234000,9481,807
blaze-v8,crowdfunding-success-2,635700,635700,529900,1291500,9154,787
chrysalis,crowdfunding-success-2,219149,219137,218938,219373,217,3
chrysalis-aot,crowdfunding-success-2,208809,208836,208202,209390,594,3
haskell,crowdfunding-success-2,96696,96696,96310,97196,2033,0
opshin,crowdfunding-success-2,99320000,99320000,95770000,115550000,6540000,21
plutigo,crowdfunding-success-2,138917,138917,0,0,0,43171
plutuz,crowdfunding-success-2,215024,209445,203854,628053,14339,10000
scalus-cek,crowdfunding-success-2,140896,140896,140896,140896,0,1
scalus-jit,crowdfunding-success-2,36522,36522,36522,36522,0,1
uplc-turbo,crowdfunding-success-2,166065,165820,164999,170025,866,100
uplc-turbo-bc,crowdfunding-success-2,116041,115629,114270,126211,1581,100
blaze-jsc,crowdfunding-success-3,626100,626100,517700,1551600,10330,799
blaze-v8,crowdfunding-success-3,634000,634000,530800,1431300,9383,789
chrysalis,crowdfunding-success-3,213908,214072,212919,214733,918,3
chrysalis-aot,crowdfunding-success-3,209561,209714,208572,210397,921,3
haskell,crowdfunding-success-3,95049,95049,94748,95381,1422,0
opshin,crowdfunding-success-3,98290000,98290000,95440000,116350000,5840000,21
plutigo,crowdfunding-success-3,139462,139462,0,0,0,43122
plutuz,crowdfunding-success-3,214349,209664,204024,2572296,25886,10000
scalus-cek,crowdfunding-success-3,143182,143182,143182,143182,0,1
scalus-jit,crowdfunding-success-3,34398,34398,34398,34398,0,1
uplc-turbo,crowdfunding-success-3,167166,166556,165036,172095,1747,100
uplc-turbo-bc,crowdfunding-success-3,116990,115985,114451,121222,1858,100
blaze-jsc,currency-1,678500,678500,562100,1589000,10991,737
blaze-v8,currency-1,689300,689300,572400,1346600,9925,726
chrysalis,currency-1,265378,265122,264725,266286,811,3
chrysalis-aot,currency-1,266770,267537,264779,267995,1739,3
haskell,currency-1,114590,114590,114067,115233,2499,0
opshin,currency-1,125410000,125410000,121740000,142730000,5530000,20
plutigo,currency-1,166852,166852,0,0,0,35919
plutuz,currency-1,239939,232950,225465,812538,19949,10000
scalus-cek,currency-1,185713,185713,185713,185713,0,1
scalus-jit,currency-1,31112,31112,31112,31112,0,1
uplc-turbo,currency-1,173809,173674,172446,176849,934,100
uplc-turbo-bc,currency-1,132356,131832,130867,137053,1654,100
blaze-jsc,escrow-redeem_1-1,983100,983100,793300,1893400,18187,509
blaze-v8,escrow-redeem_1-1,994300,994300,812000,2075300,17499,503
chrysalis,escrow-redeem_1-1,366027,366562,364233,367287,1596,3
chrysalis-aot,escrow-redeem_1-1,356053,356978,354193,356990,1611,3
haskell,escrow-redeem_1-1,161899,161899,161228,162900,3645,0
opshin,escrow-redeem_1-1,166330000,166330000,161450000,183960000,7260000,20
plutigo,escrow-redeem_1-1,227814,227814,0,0,0,26361
plutuz,escrow-redeem_1-1,331531,325537,310306,893159,21172,10000
scalus-cek,escrow-redeem_1-1,254188,254188,254188,254188,0,1
scalus-jit,escrow-redeem_1-1,59638,59638,59638,59638,0,1
uplc-turbo,escrow-redeem_1-1,239863,239003,236503,245692,2229,100
uplc-turbo-bc,escrow-redeem_1-1,184700,183414,180580,192760,3020,100
blaze-jsc,escrow-redeem_1-2,965500,965500,794600,1809400,16799,518
blaze-v8,escrow-redeem_1-2,992100,992100,813600,1834500,16766,504
chrysalis,escrow-redeem_1-2,355002,355585,351186,358233,3559,3
chrysalis-aot,escrow-redeem_1-2,347798,347481,347288,348626,722,3
haskell,escrow-redeem_1-2,161158,161158,160515,161889,2967,0
opshin,escrow-redeem_1-2,169420000,169420000,162460000,189380000,8130000,20
plutigo,escrow-redeem_1-2,228104,228104,0,0,0,26283
plutuz,escrow-redeem_1-2,323675,318216,308617,762552,15139,10000
scalus-cek,escrow-redeem_1-2,252619,252619,252619,252619,0,1
scalus-jit,escrow-redeem_1-2,62464,62464,62464,62464,0,1
uplc-turbo,escrow-redeem_1-2,242324,240950,238087,255914,3730,100
uplc-turbo-bc,escrow-redeem_1-2,182689,182518,180712,186724,976,100
blaze-jsc,escrow-redeem_2-1,1104500,1104500,904000,1880100,19439,453
blaze-v8,escrow-redeem_2-1,1142000,1142000,949700,1846200,19071,438
chrysalis,escrow-redeem_2-1,405518,408006,398464,410085,6196,3
chrysalis-aot,escrow-redeem_2-1,398867,394912,394777,406910,6966,3
haskell,escrow-redeem_2-1,187584,187584,186670,188568,4262,0
opshin,escrow-redeem_2-1,189370000,189370000,184960000,208300000,7560000,20
plutigo,escrow-redeem_2-1,252367,252367,0,0,0,23784
plutuz,escrow-redeem_2-1,356988,352122,340407,2500214,26239,10000
scalus-cek,escrow-redeem_2-1,297955,297955,297955,297955,0,1
scalus-jit,escrow-redeem_2-1,71975,71975,71975,71975,0,1
uplc-turbo,escrow-redeem_2-1,265657,265447,262951,275134,1432,100
uplc-turbo-bc,escrow-redeem_2-1,211823,211429,208716,220387,2038,100
blaze-jsc,escrow-redeem_2-2,1102500,1102500,913500,1772500,18742,454
blaze-v8,escrow-redeem_2-2,1126400,1126400,940100,1757400,18698,444
chrysalis,escrow-redeem_2-2,398931,397506,397168,402119,2766,3
chrysalis-aot,escrow-redeem_2-2,396095,396682,392371,399232,3468,3
haskell,escrow-redeem_2-2,185656,185656,185015,186943,3826,0
opshin,escrow-redeem_2-2,189780000,189780000,184880000,209860000,7350000,20
plutigo,escrow-redeem_2-2,251188,251188,0,0,0,23944
plutuz,escrow-redeem_2-2,358242,354062,340177,887833,17963,10000
scalus-cek,escrow-redeem_2-2,294976,294976,294976,294976,0,1
scalus-jit,escrow-redeem_2-2,76126,76126,76126,76126,0,1
uplc-turbo,escrow-redeem_2-2,266164,265429,263059,273727,2241,100
uplc-turbo-bc,escrow-redeem_2-2,212950,211597,209226,221163,3019,100
blaze-jsc,escrow-redeem_2-3,1104700,1104700,911400,2045999,18779,453
blaze-v8,escrow-redeem_2-3,1133300,1133300,938300,1922500,19379,442
chrysalis,escrow-redeem_2-3,394033,390887,390044,401168,6193,3
chrysalis-aot,escrow-redeem_2-3,395781,393823,392881,400637,4231,3
haskell,escrow-redeem_2-3,185191,185191,184679,185869,2496,0
opshin,escrow-redeem_2-3,191540000,191540000,185790000,207670000,6830000,20
plutigo,escrow-redeem_2-3,250548,250548,0,0,0,23832
plutuz,escrow-redeem_2-3,358443,354157,340688,968076,19125,10000
scalus-cek,escrow-redeem_2-3,294460,294460,294460,294460,0,1
scalus-jit,escrow-redeem_2-3,68273,68273,68273,68273,0,1
uplc-turbo,escrow-redeem_2-3,267570,265606,263698,279571,3534,100
uplc-turbo-bc,escrow-redeem_2-3,214657,212670,209521,224038,4082,100
blaze-jsc,escrow-refund-1,517400,517400,419300,1613900,9313,967
blaze-v8,escrow-refund-1,525400,525400,426000,1540500,9299,952
chrysalis,escrow-refund-1,198217,198491,197376,198785,743,3
chrysalis-aot,escrow-refund-1,196060,196597,193433,198149,2403,3
haskell,escrow-refund-1,70781,70781,70470,71122,1498,0
opshin,escrow-refund-1,92650000,92650000,87300000,109900000,7520000,22
plutigo,escrow-refund-1,142186,142186,0,0,0,42216
plutuz,escrow-refund-1,210539,205429,200614,595728,13760,10000
scalus-cek,escrow-refund-1,110647,110647,110647,110647,0,1
scalus-jit,escrow-refund-1,18675,18675,18675,18675,0,1
uplc-turbo,escrow-refund-1,154980,154022,152654,168838,2256,100
uplc-turbo-bc,escrow-refund-1,85885,85880,84780,87671,327,100
blaze-jsc,future-increase-margin-1,677100,677100,560400,1270100,10359,739
blaze-v8,future-increase-margin-1,707300,707300,571200,1734800,11528,707
chrysalis,future-increase-margin-1,260900,260772,260676,261253,309,3
chrysalis-aot,future-increase-margin-1,267236,265955,265317,270436,2789,3
haskell,future-increase-margin-1,113396,113396,112953,114318,2645,0
opshin,future-increase-margin-1,124910000,124910000,121240000,140550000,6020000,20
plutigo,future-increase-margin-1,166031,166031,0,0,0,36154
plutuz,future-increase-margin-1,238300,233065,225765,614890,14390,10000
scalus-cek,future-increase-margin-1,183774,183774,183774,183774,0,1
scalus-jit,future-increase-margin-1,35023,35023,35023,35023,0,1
uplc-turbo,future-increase-margin-1,174735,173829,171606,188557,2580,100
uplc-turbo-bc,future-increase-margin-1,131787,131504,130633,141064,1288,100
blaze-jsc,future-increase-margin-2,1418600,1418600,1178800,2245300,24541,353
blaze-v8,future-increase-margin-2,1468800,1468800,1192000,2430100,27172,341
chrysalis,future-increase-margin-2,495155,494549,493070,497846,2444,3
chrysalis-aot,future-increase-margin-2,500687,498379,496762,506920,5458,3
haskell,future-increase-margin-2,242159,242159,241484,243207,3692,0
opshin,future-increase-margin-2,246710000,246710000,240000000,286880000,11680000,20
plutigo,future-increase-margin-2,300664,300664,0,0,0,19969
plutuz,future-increase-margin-2,436007,430460,411289,1039488,20488,10000
scalus-cek,future-increase-margin-2,407629,407629,407629,407629,0,1
scalus-jit,future-increase-margin-2,116555,116555,116555,116555,0,1
uplc-turbo,future-increase-margin-2,327519,326317,323407,335595,3270,100
uplc-turbo-bc,future-increase-margin-2,277352,277115,275184,284460,1224,100
blaze-jsc,future-increase-margin-3,1432700,1432700,1174300,2266600,26648,349
blaze-v8,future-increase-margin-3,1456400,1456400,1211200,2327800,25195,344
chrysalis,future-increase-margin-3,494235,494502,490388,497816,3721,3
chrysalis-aot,future-increase-margin-3,507213,506820,506267,508551,1191,3
haskell,future-increase-margin-3,243680,243680,242506,245045,5213,0
opshin,future-increase-margin-3,248460000,248460000,240100000,267570000,8199999,20
plutigo,future-increase-margin-3,300980,300980,0,0,0,19910
plutuz,future-increase-margin-3,432326,427959,410139,857482,17869,10000
scalus-cek,future-increase-margin-3,396714,396714,396714,396714,0,1
scalus-jit,future-increase-margin-3,125949,125949,125949,125949,0,1
uplc-turbo,future-increase-margin-3,325767,325627,322629,330491,1367,100
uplc-turbo-bc,future-increase-margin-3,277550,276631,274666,287637,2898,100
blaze-jsc,future-increase-margin-4,1437200,1437200,1200000,2333200,20839,349
blaze-v8,future-increase-margin-4,1431300,1431300,1228700,1960500,19465,350
chrysalis,future-increase-margin-4,563732,563437,563087,564672,832,3
chrysalis-aot,future-increase-margin-4,575667,576229,574168,576602,1310,3
haskell,future-increase-margin-4,229468,229468,228360,231867,6842,0
opshin,future-increase-margin-4,-1,-1,-1,-1,-1,0
plutigo,future-increase-margin-4,382669,382669,0,0,0,15693
plutuz,future-increase-margin-4,543083,535331,511631,1105004,24010,9207
scalus-cek,future-increase-margin-4,370288,370288,370288,370288,0,1
scalus-jit,future-increase-margin-4,1056186,1056186,1056186,1056186,0,1
